Security Code,Security Name,Name of Person,Category of person,Type of Securities held Prior to acquisition/Disposed),Number of Securities held Prior to acquisition/Disposed,%   of  Securities held Prior to acquisition/Disposed,Type of Securities Acquired/Disposed/Pledge etc.,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Type of Securities held Post  acquisition/Disposed/Pledge  etc,Number of Securities held Post  acquisition/Disposed/Pledge etc,Post-Transaction % of Shareholding,Date of acquisition of shares/sale of shares/Date of Allotment(From date),Date of acquisition of shares/sale of shares/Date of Allotment( To date  ),Date of Intimation to Company,Mode of Acquisition,Trading in Derivative - Type of Contract,Derivative Contract  Specification,Derivatives - Buy Value (Notional),Derivatives - Buy-Number of Units(Contracts*lot size),Derivatives - Sales Value (Notional),Derivatives - Sales-Number of Units(Contracts * lot size),Exchange on which the Trade was executed,Reported to Exchange
543298,Vineet Laboratories Ltd,ALLURI RANGA RAJU,Promoter & Director,Equity Shares,142093,1.54,Equity Shares,21250,761788.00,Disposal,Equity,120843,1.31,23 Sep 2025,24 Sep 2025,25 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543298,Vineet Laboratories Ltd,Alluri Maithili,Promoter,Equity Shares,127521,1.38,Equity Shares,22726,814864.00,Disposal,Equity,104795,1.14,23 Sep 2025,24 Sep 2025,25 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543298,Vineet Laboratories Ltd,Pericharla Kishore Raju,Promoter,Equity Shares,74312,0.81,Equity Shares,22000,788880.00,Disposal,Equity,52312,0.57,23 Sep 2025,24 Sep 2025,25 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
502157,Mangalam Cement Ltd,AVA TRADING AND CONSULTING PRIVATE LIMITED,Promoter Group,Equity Shares,20000,0.07,Equity Shares,37000,0.00,Acquisition,Equity,57000,0.21,29 Sep 2025,29 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
517500,Roto Pumps Ltd,Shalini Gupta,Promoter Group,Equity Shares,632643,0.34,Equity Shares,5600,437756.00,Disposal,Equity,627043,0.33,25 Sep 2025,26 Sep 2025,27 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
517500,Roto Pumps Ltd,Shalini Gupta,Promoter Group,Equity Shares,634975,0.34,Equity Shares,2332,186753.00,Disposal,Equity,632643,0.34,23 Sep 2025,24 Sep 2025,25 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543279,Suryoday Small Finance Bank Ltd,SAMEER SRINIVAS RANADE,Designated Person,Equity Shares,9750,0.01,Equity Shares,9750,1289886.00,Disposal,Equity,0,0.00,26 Sep 2025,26 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543425,C.E. Info Systems Ltd,Sanjay Shukla,Designated Person,Equity Shares,14084,0.02,Equity Shares,1522,2505768.00,Disposal,Equity,12562,0.02,01 Sep 2025,24 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543425,C.E. Info Systems Ltd,Piyush Kumar Saraswat,Designated Person,Equity Shares,4308,0.00,Equity Shares,4306,7192449.00,Disposal,Equity,2,0.00,22 Aug 2025,25 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543425,C.E. Info Systems Ltd,Sapna Ahuja,Designated Person,Equity Shares,97771,0.18,Equity Shares,8500,13987190.00,Disposal,Equity,89271,0.16,13 Sep 2025,23 Sep 2025,25 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543425,C.E. Info Systems Ltd,Saurabh Kumar Paramjyoti,Designated Person,Equity Shares,17451,0.03,Equity Shares,2550,4334776.00,Disposal,Equity,14901,0.02,20 Aug 2025,23 Sep 2025,25 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543425,C.E. Info Systems Ltd,Rajesh Singh,Designated Person,Equity Shares,23627,0.04,Equity Shares,3000,5000412.00,Disposal,Equity,20627,0.03,21 Aug 2025,24 Sep 2025,25 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543425,C.E. Info Systems Ltd,Anuj Kumar Jain,Designated Person,Equity Shares,26846,0.04,Equity Shares,4700,7774300.00,Disposal,Equity,22146,0.04,25 Aug 2025,25 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
500171,GHCL Ltd,Mayuresh P Hede,Employee,Equity Shares,23151,0.02,Equity Shares,1000,597995.00,Disposal,Equity,22151,0.02,25 Sep 2025,25 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
532395,Axiscades Technologies Ltd,Jupiter Capital Private Limited,Promoter,Equity Shares,24682047,58.08,Equity Shares,450000,733500000.00,Revoke,Equity,24682047,58.08,29 Sep 2025,29 Sep 2025,29 Sep 2025,Pledge Released,,,,,,,NA,29 Sep 2025
544067,Innova Captab Ltd,Gian Parkash Aggarwal,Directors Immediate Relative,Equity Shares,6182464,10.80,Equity Shares,1300000,1068600000.00,Pledge,Equity,6182464,10.80,29 Sep 2025,29 Sep 2025,29 Sep 2025,Creation Of Pledge,,,,,,,NA,29 Sep 2025
544067,Innova Captab Ltd,Gian Parkash Aggarwal,Directors Immediate Relative,Equity Shares,6182464,10.80,Equity Shares,950000,813247500.00,Pledge,Equity,6182464,10.80,18 Sep 2025,18 Sep 2025,26 Sep 2025,Creation Of Pledge,,,,,,,NA,29 Sep 2025
530601,Jagsonpal Services Ltd,Mr. Karthik Srinivasan,Promoter & Director,Equity Shares,11092010,60.93,Equity Shares,19614,1087404.00,Acquisition,Equity,11111624,61.03,11 Sep 2025,29 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,BSE,29 Sep 2025
502168,NCL Industries Ltd-$,K Ravi,Director,Equity Shares,2897979,6.40,Equity Shares,30700,6999600.00,Acquisition,Equity,2928679,6.47,26 Sep 2025,26 Sep 2025,26 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
502168,NCL Industries Ltd-$,PN Raju,Promoter Group,Equity Shares,443545,0.98,Equity Shares,912,188784.00,Disposal,Equity,442633,0.98,26 Sep 2025,26 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
502168,NCL Industries Ltd-$,NCL HoldingsA&S  Ltd,Promoter Group,Equity Shares,1391934,3.08,Equity Shares,30700,6999600.00,Disposal,Equity,1361234,3.01,26 Sep 2025,26 Sep 2025,26 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
502168,NCL Industries Ltd-$,PN Raju,Promoter Group,Equity Shares,442633,0.98,Equity Shares,17133,3388736.00,Disposal,Equity,425500,0.94,29 Sep 2025,29 Sep 2025,29 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
502901,Jamshri Realty Ltd-$,PREMRATAN BHAIRURATAN DAMANI,Director,Equity Shares,1384600,19.82,Equity Shares,9780,981507.00,Disposal,Equity,1374820,19.68,25 Sep 2025,25 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
502901,Jamshri Realty Ltd-$,PREMRATAN BHAIRURATAN DAMANI,Director,Equity Shares,1374820,19.68,Equity Shares,10220,1015466.00,Disposal,Equity,1364600,19.53,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
522295,Control Print Ltd-$,BASANT KABRA,Promoter,Equity Shares,2094876,13.09,Equity Shares,640000,525280000.00,Disposal,Equity,1454876,9.09,25 Sep 2025,25 Sep 2025,26 Sep 2025,Gift,,,,,,,NA,29 Sep 2025
522295,Control Print Ltd-$,RITU JOSHI,Director,Equity Shares,542087,3.39,Equity Shares,320000,262640000.00,Acquisition,Equity,862087,5.38,25 Sep 2025,25 Sep 2025,26 Sep 2025,Gift,,,,,,,NA,29 Sep 2025
522295,Control Print Ltd-$,Amisha Himatsingka  Amisha Himatsingka Family Trust ,Promoter Group,Equity Shares,136210,0.85,Equity Shares,320000,262640000.00,Acquisition,Equity,456210,2.85,25 Sep 2025,25 Sep 2025,26 Sep 2025,Gift,,,,,,,NA,29 Sep 2025
500183,HFCL Ltd,HFCL Employees Trust,Trust,Equity Shares,597500,0.04,Equity Shares,30600,631890.00,Disposal,Equity,566900,0.04,26 Sep 2025,26 Sep 2025,29 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
507880,VIP Industries Ltd-$,Piramal Vibhuti Investments Limited,Promoter Group,Equity Shares,22322585,15.72,Equity Shares,7752742,3009974172.00,Disposal,Equity,14569843,10.26,26 Sep 2025,26 Sep 2025,26 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
507880,VIP Industries Ltd-$,Kiddy Plast Ltd,Promoter Group,Equity Shares,3323696,2.34,Equity Shares,1087334,421885592.00,Disposal,Equity,2236362,1.57,26 Sep 2025,26 Sep 2025,26 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
507880,VIP Industries Ltd-$,Multiples Private Equity Fund IV,Promoter Group,Equity Shares,0,0.00,Equity Shares,2858544,1109115072.00,Acquisition,Equity,2858544,2.01,26 Sep 2025,26 Sep 2025,26 Sep 2025,Market Purchase,,,,,,,BSE,29 Sep 2025
507880,VIP Industries Ltd-$,Multiples Private Equity Gift Fund IV,Promoter Group,Equity Shares,0,0.00,Equity Shares,3152461,1223154868.00,Acquisition,Equity,3152461,2.22,26 Sep 2025,26 Sep 2025,26 Sep 2025,Market Purchase,,,,,,,BSE,29 Sep 2025
533155,Jubilant FoodWorks Ltd,JFL Employees Welfare Trust,Trust,Equity Shares,2362860,0.36,Equity Shares,14768,29536.00,Disposal,Equity,2348092,0.36,26 Sep 2025,26 Sep 2025,27 Sep 2025,ESOP,,,,,,,NA,29 Sep 2025
533573,Alembic Pharmaceuticals Ltd,Nirayu Private Limited,Promoter Group,Equity Shares,70055700,35.64,Equity Shares,5000,4508921.00,Acquisition,Equity,70060700,35.64,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
531179,Arman Financial Services Ltd,Amit R. Manakiwala,Promoter,Equity Shares,10000,0.10,Equity Shares,300,449400.00,Disposal,Equity,9700,0.10,24 Sep 2025,24 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
544035,Swashthik Plascon Ltd,PARASMAL MAHENDRA KUMAR,Promoter & Director,Equity Shares,967178,4.97,Equity Shares,96000,3939936.00,Acquisition,Equity,1063178,5.46,25 Sep 2025,25 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,BSE,29 Sep 2025
544035,Swashthik Plascon Ltd,MAHENDRAKUMAR NIRMALA,Promoter & Director,Equity Shares,2649667,13.61,Equity Shares,64000,2626624.00,Acquisition,Equity,2713667,13.94,25 Sep 2025,25 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,BSE,29 Sep 2025
543637,Pace E-Commerce Ventures Ltd,Shaival Dharmendra Gandhi,Promoter & Director,Equity Shares,12356265,54.83,Equity Shares,230400,5239296.00,Disposal,Equity,12125865,53.81,25 Sep 2025,25 Sep 2025,27 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
500413,Thomas Cook (India) Ltd,IDBI Trusteeship Services Limited,Connected Person,Equity Shares,4688830,1.00,Equity Shares,19768,2811657.00,Disposal,Equity,4669062,0.99,25 Sep 2025,25 Sep 2025,29 Sep 2025,ESOP,,,,,,,NA,29 Sep 2025
500421,TPI India Ltd,Bharat C Parekh,Promoter,Equity Shares,23655515,55.06,Equity Shares,500000,8000000.00,Disposal,Equity,23155515,53.90,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
533573,Alembic Pharmaceuticals Ltd,Chirayu Ramanbhai Amin HUF,Promoter Group,Equity Shares,926545,0.47,Equity Shares,15000,13880518.00,Acquisition,Equity,941545,0.48,25 Sep 2025,25 Sep 2025,26 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
543271,Jubilant Ingrevia Ltd,Jubilant Ingrevia Employee Welfare Trust,Trust,Equity Shares,1320251,0.83,Equity Shares,11932,7755800.00,Disposal,Equity,1308319,0.82,26 Sep 2025,26 Sep 2025,29 Sep 2025,Off Market,,,,,,,NSE,29 Sep 2025
544191,Purple Finance Ltd,Anil Kumar,Promoter Group,Equity Shares,573488,1.05,Equity Shares,5000,194750.00,Disposal,Equity,568488,1.04,11 Sep 2025,11 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
544191,Purple Finance Ltd,Anil Kumar,Promoter Group,Equity Shares,568488,1.04,Equity Shares,35000,1310750.00,Disposal,Equity,533488,0.98,12 Sep 2025,12 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
544191,Purple Finance Ltd,Anil Kumar,Promoter Group,Equity Shares,533488,0.98,Equity Shares,53000,1972130.00,Disposal,Equity,480488,0.88,18 Sep 2025,18 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
544191,Purple Finance Ltd,Anil Kumar,Promoter Group,Equity Shares,588488,1.08,Equity Shares,10000,381500.00,Disposal,Equity,578488,1.06,08 Sep 2025,08 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
544191,Purple Finance Ltd,Anil Kumar,Promoter Group,Equity Shares,578488,1.06,Equity Shares,5000,189750.00,Disposal,Equity,573488,1.05,09 Sep 2025,09 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
506943,JB Chemicals & Pharmaceuticals Ltd,Suresh Sunder Amin,Designated Person,Equity Shares,560,0.00,Equity Shares,560,969024.00,Revoke,Equity,560,0.00,23 Sep 2025,23 Sep 2025,25 Sep 2025,Revocation Of Pledge,,,,,,,NA,29 Sep 2025
506943,JB Chemicals & Pharmaceuticals Ltd,Suresh Sunder Amin,Designated Person,Equity Shares,560,0.00,Equity Shares,560,969024.00,Disposal,Equity,0,0.00,23 Sep 2025,23 Sep 2025,25 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
506943,JB Chemicals & Pharmaceuticals Ltd,Pradeep Kumar Singh,Designated Person,Equity Shares,8855,0.01,Equity Shares,2850,4888862.00,Revoke,Equity,8855,0.01,22 Sep 2025,22 Sep 2025,29 Sep 2025,Revocation Of Pledge,,,,,,,NA,29 Sep 2025
506943,JB Chemicals & Pharmaceuticals Ltd,Pradeep Kumar Singh,Designated Person,Equity Shares,8855,0.01,Equity Shares,2850,4888862.00,Disposal,Equity,6005,0.00,22 Sep 2025,22 Sep 2025,29 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
539921,Shanti Educational Initiatives Ltd,CHIRIPAL EXIM LLP,Promoter Group,Equity Shares,11803852,7.33,Equity Shares,750000,82500000.00,Disposal,Equity,11053852,6.86,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
539921,Shanti Educational Initiatives Ltd,BRIJMOHAN DEVKINANDAN CHIRIPAL,Promoter,Equity Shares,8000000,4.97,Equity Shares,750000,82335004.00,Disposal,Equity,7250000,4.50,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
530951,Raminfo Ltd,Aruna Rani Elimineti,Promoter,Equity Shares,464839,6.16,Equity Shares,200000,28100000.00,Acquisition,Equity,664839,8.12,26 Sep 2025,26 Sep 2025,29 Sep 2025,Allotment,,,,,,,NA,29 Sep 2025
530951,Raminfo Ltd,Lingamdinne Ramasubbamma,Promoter Group,Equity Shares,0,0.00,Equity Shares,200000,28100000.00,Acquisition,Equity,200000,2.44,26 Sep 2025,26 Sep 2025,29 Sep 2025,Allotment,,,,,,,NA,29 Sep 2025
500878,Ceat Ltd,CEAT Employees Welfare Trust,Designated Person,Equity Shares,20000,0.00,Equity Shares,20000,69266167.00,Acquisition,Equity,40000,0.01,24 Sep 2025,25 Sep 2025,26 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
500878,Ceat Ltd,CEAT Employees Welfare Trust,Designated Person,Equity Shares,60000,0.01,Equity Shares,10000,34142241.00,Acquisition,Equity,70000,0.01,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
500003,Aegis Logistics Ltd,HURON HOLDINGS LIMITED,Promoter,Equity Shares,111160570,31.67,Equity Shares,10000,7589000.00,Acquisition,Equity,111170570,31.67,26 Sep 2025,26 Sep 2025,29 Sep 2025,Inter-se Transfer,,,,,,,NA,29 Sep 2025
513519,Pitti Engineering Ltd-$,Pitti Engineering Limited Employee Welfare Trust,Designated Person,Equity Shares,571325,1.52,Equity Shares,48993,49477992.00,Acquisition,Equity,620318,1.65,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
500228,JSW Steel Ltd,JSW Steel Employees Welfare Trust –  JSWSL OPJ Samruddhi  Plan 2021 A/c,Other,Equity Shares,3117188,0.13,Equity Shares,1510,1745568.00,Disposal,Equity,3115678,0.13,24 Sep 2025,24 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
500228,JSW Steel Ltd,JSW Steel Employees Welfare Trust –  JSWSL OPJ Samruddhi  Plan 2021 A/c,Other,Equity Shares,3115678,0.13,Equity Shares,89729,89729.00,Disposal,Equity,3025949,0.12,24 Sep 2025,24 Sep 2025,26 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
500228,JSW Steel Ltd,JSW Steel Employees Welfare Trust –  JSWSL OPJ Samruddhi  Plan 2021 A/c,Other,Equity Shares,3025949,0.12,Equity Shares,691,793293.00,Disposal,Equity,3025258,0.12,25 Sep 2025,25 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
500228,JSW Steel Ltd,JSW Steel Employees Welfare Trust –  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,3025258,0.12,Equity Shares,6674,6674.00,Disposal,Equity,3018584,0.12,25 Sep 2025,25 Sep 2025,26 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
500228,JSW Steel Ltd,JSW Steel Employees Welfare Trust –  JSWSL OPJ Samruddhi  Plan 2021 A/c,Other,Equity Shares,3018584,0.12,Equity Shares,25784,25784.00,Disposal,Equity,2992800,0.12,25 Sep 2025,25 Sep 2025,26 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
500228,JSW Steel Ltd,JSW Steel Employees Welfare Trust –  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,2992800,0.12,Equity Shares,3213,3649968.00,Disposal,Equity,2989587,0.12,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
500228,JSW Steel Ltd,JSW Steel Employees Welfare Trust –  JSWSL OPJ Samruddhi  Plan 2021 A/c,Other,Equity Shares,2989587,0.12,Equity Shares,637,2567116.00,Disposal,Equity,2988950,0.12,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
500228,JSW Steel Ltd,JSW Steel Employees Welfare Trust –  OPJ ESOP Plan 2021 A/c,Other,Equity Shares,2988950,0.12,Equity Shares,41169,41169.00,Disposal,Equity,2947781,0.12,26 Sep 2025,26 Sep 2025,29 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
500228,JSW Steel Ltd,JSW Steel Employees Welfare Trust –  JSWSL OPJ Samruddhi  Plan 2021 A/c,Other,Equity Shares,2947781,0.12,Equity Shares,15159,15159.00,Disposal,Equity,2932622,0.12,26 Sep 2025,26 Sep 2025,29 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
500003,Aegis Logistics Ltd,ASIA INFRASTRUCTURE INVESTMENT LTD,Promoter,Equity Shares,10000,0.00,Equity Shares,10000,7589000.00,Disposal,Equity,0,0.00,26 Sep 2025,26 Sep 2025,29 Sep 2025,Inter-se Transfer,,,,,,,NA,29 Sep 2025
542019,Shubham Polyspin Ltd,Anil D. Somani,Promoter,Equity Shares,2540000,20.95,Equity Shares,25000,956195.00,Disposal,Equity,2515000,20.75,25 Sep 2025,25 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
542019,Shubham Polyspin Ltd,Anil D. Somani,Promoter,Equity Shares,2515000,20.75,Equity Shares,25000,983250.00,Disposal,Equity,2490000,20.54,29 Sep 2025,29 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
533151,D. B. Corp Ltd,D B Power Limited,Promoter Group,Equity Shares,1458501,0.82,Equity Shares,23158,6138760.00,Acquisition,Equity,1481659,0.83,26 Sep 2025,26 Sep 2025,26 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
534422,Looks Health Services Ltd,MAXGAINZ FINSERVE PVT LTD,Promoter,Equity Shares,1110329,10.57,Equity Shares,43385,219528.00,Disposal,Equity,1066944,10.16,29 Sep 2025,29 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
531120,Patel Engineering Ltd-$,Janky Patel,Promoter & Director,Equity Shares,29433333,3.49,Equity Shares,40800,1590384.00,Acquisition,Equity,29474133,3.49,26 Sep 2025,26 Sep 2025,27 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
531120,Patel Engineering Ltd-$,Raahitya Constructions Private Limited,Promoter,Equity Shares,232406527,27.52,Equity Shares,40800,1590384.00,Disposal,Equity,232365727,27.52,26 Sep 2025,26 Sep 2025,27 Sep 2025,Off Market,,,,,,,NA,29 Sep 2025
539917,Nagarjuna Fertilizers and Chemicals Ltd,Krishak Bharati Cooperative Limited KRIBHCO ,Promoter,Equity Shares,3305338,0.55,Equity Shares,99996,506000.00,Disposal,Equity,3205342,0.53,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
530365,Orient Bell Ltd-$,ALFA MERCANTILE LIMITED,Promoter Group,Equity Shares,113216,0.77,Equity Shares,378,113278.00,Acquisition,Equity,113594,0.75,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
543655,Anzen India Energy Yield Plus Trust,Edelweiss Infrastructure   Yield Plus,Other,Any other instrument,33925000,17.29,Any other instrument,1475000,169637500.00,Disposal,-,32450000,16.54,26 Sep 2025,26 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543655,Anzen India Energy Yield Plus Trust,Edelweiss Infrastructure   Yield Plus,Other,Any other instrument,32450000,16.54,Any other instrument,950000,109250000.00,Disposal,-,31500000,16.06,26 Sep 2025,26 Sep 2025,26 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
543655,Anzen India Energy Yield Plus Trust,Edelweiss Infrastructure   Yield Plus,Other,Any other instrument,33975000,17.32,Any other instrument,25000,2875000.00,Disposal,-,33950000,17.30,25 Sep 2025,25 Sep 2025,26 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543655,Anzen India Energy Yield Plus Trust,Edelweiss Infrastructure   Yield Plus,Other,Any other instrument,33950000,17.30,Any other instrument,25000,2875000.00,Disposal,-,33925000,17.29,25 Sep 2025,25 Sep 2025,26 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
542651,KPIT Technologies Ltd,KPIT Technologies Limited Employees Welfare Trust,Other,Equity Shares,2102098,0.77,Equity Shares,1440,1779755.00,Disposal,Equity,2100658,0.77,24 Sep 2025,24 Sep 2025,25 Sep 2025,ESOP,,,,,,,NSE,29 Sep 2025
542651,KPIT Technologies Ltd,KPIT Technologies Limited Employees Welfare Trust,Other,Equity Shares,2100658,0.77,Equity Shares,1604,16040.00,Disposal,Equity,2099054,0.77,25 Sep 2025,25 Sep 2025,25 Sep 2025,ESOP,,,,,,,NA,29 Sep 2025
544470,M & B Engineering Ltd,Birju Maheshbhai Patel,Director,Equity Shares,5000,0.01,Equity Shares,5000,1965000.00,Acquisition,Equity,10000,0.02,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
522292,Candour Techtex Ltd,Chandni Machines Limited,Promoter Group,Equity Shares,195797,1.04,Equity Shares,37037,3448285.00,Acquisition,Equity,232834,1.24,26 Sep 2025,26 Sep 2025,27 Sep 2025,Market Purchase,,,,,,,BSE,29 Sep 2025
544293,Suraksha Diagnostic Ltd,Ritu Mittal,Promoter & Director,Equity Shares,8276307,15.89,Equity Shares,19130,5771261.00,Acquisition,Equity,8295437,15.93,29 Sep 2025,29 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
543245,Gland Pharma Ltd,A Jayatheerth,Designated Person,Equity Shares,4850,0.00,Equity Shares,325,662350.00,Disposal,Equity,4525,0.00,23 Sep 2025,23 Sep 2025,25 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
543245,Gland Pharma Ltd,A Jayatheerth,Designated Person,Equity Shares,4525,0.00,Equity Shares,191,379879.00,Disposal,Equity,4334,0.00,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Sale,,,,,,,NSE,29 Sep 2025
523405,JM Financial Ltd-$,Anuj Kapoor,Designated Person,Equity Shares,66166,0.01,Equity Shares,20000,3453000.00,Acquisition,Equity,86166,0.01,23 Sep 2025,23 Sep 2025,25 Sep 2025,ESOP,,,,,,,NA,29 Sep 2025
523405,JM Financial Ltd-$,Ashish Chaturmohta,Designated Person,Equity Shares,0,0.00,Equity Shares,12000,2071800.00,Acquisition,Equity,12000,0.00,23 Sep 2025,23 Sep 2025,25 Sep 2025,ESOP,,,,,,,NA,29 Sep 2025
543678,Ambo Agritec Ltd,UMESH KUMAR AGARWAL,Promoter,Equity Shares,7422160,47.94,Equity Shares,250000,11868000.00,Disposal,Equity,7172160,46.32,26 Sep 2025,26 Sep 2025,27 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
538446,Moneyboxx Finance Ltd,MOHIT SARDANA,Employee,Equity Shares,7650,0.02,Equity Shares,7650,1292274.00,Disposal,Equity,0,0.00,01 Aug 2025,24 Sep 2025,26 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
517041,Ador Welding Ltd,Deep Ashda Lalvani,Promoter & Director,Equity Shares,13134,0.08,Equity Shares,1275,1263950.00,Acquisition,Equity,14409,0.08,26 Sep 2025,26 Sep 2025,29 Sep 2025,Market Purchase,,,,,,,NSE,29 Sep 2025
542013,Dolfin Rubbers Ltd,Kawaljit Singh & Sons HUF,Promoter,Equity Shares,10666,0.10,Equity Shares,5000,975000.00,Disposal,Equity,5666,0.05,29 Sep 2025,29 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
542013,Dolfin Rubbers Ltd,Kawaljit Singh & Sons HUF,Promoter,Equity Shares,10666,0.10,Equity Shares,5000,975000.00,Disposal,Equity,5666,0.05,29 Sep 2025,29 Sep 2025,29 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
524582,Tirupati Starch & Chemicals Ltd,ADITI AGRAWAL,Promoter,Equity Shares,39727,0.41,Equity Shares,1629,312838.00,Disposal,Equity,38098,0.40,23 Sep 2025,24 Sep 2025,26 Sep 2025,Market Sale,,,,,,,BSE,29 Sep 2025
513108,Gandhi Special Tubes Ltd-$,Mr. Rahul Gandhi,Promoter Group,Equity Shares,100649,0.83,Equity Shares,200000,184650000.00,Acquisition,Equity,300649,2.48,26 Sep 2025,26 Sep 2025,29 Sep 2025,Gift,,,,,,,NA,29 Sep 2025
513108,Gandhi Special Tubes Ltd-$,Mr. Manhar Gandhi,Promoter,Equity Shares,1714564,14.11,Equity Shares,200000,184650000.00,Disposal,Equity,1514564,12.46,26 Sep 2025,26 Sep 2025,29 Sep 2025,Gift,,,,,,,NA,29 Sep 2025
